,Time,headlines
15460,"February 22nd, 2013 8:28 am","Today’s front pages – Friday, Feb 22 "
15461,"February 21st, 2013 7:50 pm",Journalists’ expulsion from parliament leads to rift between press and politicians 
15462,"February 21st, 2013 5:23 pm",An EU without Danes? 
15463,"February 21st, 2013 2:57 pm",Government drags feet over proposal to revive carbon trading market 
15464,"February 21st, 2013 2:28 pm",Denmark doubling its contribution to UN human rights group 
15465,"February 21st, 2013 1:36 pm","Record number of millionaires, despite economic crisis "
15466,"February 21st, 2013 12:39 pm",Pink is the colour of success for Lego 
15467,"February 21st, 2013 11:32 am",Military proposes closing five barracks 
15468,"February 21st, 2013 9:51 am",Teens given hefty fines for cyberbullying 
15469,"February 21st, 2013 8:34 am","Today’s front pages – Thursday, Feb 21 "
15470,"February 20th, 2013 7:50 pm",PM: Immigrant women must contribute to society 
15471,"February 20th, 2013 4:45 pm","Firefighters’ cancer not work-related, officials rule "
15472,"February 20th, 2013 2:58 pm",Supreme Court: Lisbon Treaty signing was constitutional 
15473,"February 20th, 2013 1:27 pm",Obama fundraising director rumoured to be next US ambassador to Denmark 
15474,"February 20th, 2013 12:19 pm",Arabic man accuses free speech group of hypocrisy 
15475,"February 20th, 2013 11:19 am",Not hungry for horse? Pay close attention to the menu 
15476,"February 20th, 2013 9:08 am","Today’s front pages – Wednesday, Feb 20 "
15477,"February 19th, 2013 8:16 pm",Carlsberg CEO looks east after slow year 
15478,"February 19th, 2013 5:02 pm",Students meet grant reform with mix of criticism and understanding 
15479,"February 19th, 2013 4:21 pm",Danish jihadist reported dead 
15480,"February 19th, 2013 1:42 pm",Immigrant women on near-permanent welfare 
15481,"February 19th, 2013 12:13 pm",Danske Bank riding high despite poor image 
15482,"February 19th, 2013 10:58 am",Brothers from Aarhus accused of terror 
15483,"February 19th, 2013 9:56 am",Fertility problems increase risk of child cancer 
15484,"February 19th, 2013 8:31 am","Today’s front pages – Tuesday, Feb 19 "
15485,"February 19th, 2013 8:00 am",Who is … Morten Østergaard? 
15486,"February 19th, 2013 7:44 am",India tightens visa rules for Danish tourists 
15487,"February 18th, 2013 7:15 pm",Skilled workers streaming into Denmark 
15488,"February 18th, 2013 3:49 pm",Calls for Denmark to increase research spending 
15489,"February 18th, 2013 1:58 pm",Opposition: Businesses should be promised no extra taxes 
15490,"February 18th, 2013 12:20 pm",PET controls come with financial windfall for intelligence agency 
15491,"February 18th, 2013 11:05 am",Public workers handed rough collective bargaining agreement 
15492,"February 18th, 2013 10:37 am",Police: Gang threats against local politician “inappropriate” 
15493,"February 18th, 2013 9:53 am",America hungry for Danish model 
15494,"February 18th, 2013 8:42 am","Today’s front pages – Monday, Feb 18 "
15495,"February 16th, 2013 8:00 pm",Researcher advocates a 25-hour working week – until the age of 80 
15496,"February 16th, 2013 7:00 am",Trying to teach old dogs new tricks 
15497,"February 15th, 2013 8:00 pm","New pic confirms plenty of sex, but length might be an issue "
15498,"February 15th, 2013 7:21 pm",Horsemeat may have made its way to Danish restaurants 
15499,"February 15th, 2013 7:00 pm",Sports news in brief (Feb 8-14) 
15500,"February 15th, 2013 2:47 pm",Lights out: Councils leaving residents in the dark 
15501,"February 15th, 2013 12:40 pm",Long-term unemployed to get preferential job treatment 
15502,"February 15th, 2013 10:38 am",Politicians: Fehmarn Tunnel unaffected by EU budget 
15503,"February 15th, 2013 9:11 am","Today’s front pages – Friday, Feb 15 "
15504,"February 14th, 2013 4:01 pm",Students lose and businesses win from ‘Big Bang’ reforms 
15505,"February 14th, 2013 2:17 pm",Majority want to see queen ride off into the sunset 
15506,"February 14th, 2013 12:31 pm",Trial to grade students earlier supported by opposition 
15507,"February 14th, 2013 10:41 am",Food minister: “Unacceptable” that horsemeat has been sold in Denmark 
15508,"February 14th, 2013 9:55 am",Stabbings and vandalism: Danish students cause chaos in Prague 
15509,"February 14th, 2013 9:17 am","Today’s front pages – Thursday, Feb 14 "
15510,"February 13th, 2013 8:11 pm",City’s anti-hate campaigning focusing on gays and Jews 
15511,"February 13th, 2013 5:53 pm",Præstø headteacher appeals verdict 
15512,"February 13th, 2013 3:16 pm",More arrests on the way in multiple stabbing cases 
15513,"February 13th, 2013 1:46 pm",Olympic omission bodyslams wrestling association 
15514,"February 13th, 2013 1:24 pm",Government surpasses jobs goal 
15515,"February 13th, 2013 12:02 pm",Horsemeat scandal reaches Danish company 
15516,"February 13th, 2013 11:19 am",Low birth rate “approaching epidemic” 
15517,"February 13th, 2013 9:06 am","Today’s front pages – Wednesday, Feb 13 "
15518,"February 12th, 2013 8:22 pm",Horsemeat scandal still on the trot 
15519,"February 12th, 2013 5:35 pm",Islamic leaders regret Cartoon Crisis role 
15520,"February 12th, 2013 2:34 pm",Internet surveillance laws under pressure 
15521,"February 12th, 2013 1:14 pm",New law to give lesbian couples equal parental rights 
15522,"February 12th, 2013 12:10 pm",Søvndal: China must pressure North Korea 
15523,"February 12th, 2013 10:00 am",Capital city one of the world’s priciest places 
15524,"February 12th, 2013 9:14 am","Today’s front pages – Tuesday, Feb 12 "
15525,"February 11th, 2013 7:58 pm",Mayor under fire over daycare promise 
15526,"February 11th, 2013 6:12 pm",Immigration Service ready to send Somali asylum seekers back 
15527,"February 11th, 2013 4:04 pm",Hedegaard lashes out following failed assassination attempt 
15528,"February 11th, 2013 2:50 pm",Novo Nordisk stock shares plummet after FDA ruling 
15529,"February 11th, 2013 2:29 pm",Danish bishop shocked over pope’s exit 
15530,"February 11th, 2013 2:01 pm",Nørreport Station to get new Metro entrance 
15531,"February 11th, 2013 1:25 pm",Christiania task force netting arrests but locals call it harassment 
15532,"February 11th, 2013 11:30 am",Digital vote moves ahead despite criticism 
15533,"February 11th, 2013 9:49 am",Student stabbed outside school 
15534,"February 11th, 2013 9:22 am",Confessed drug smuggler awarded damages 
15535,"February 11th, 2013 8:52 am","Today’s front pages – Monday, Feb 11 "
15536,"February 10th, 2013 8:00 pm","Foreign or Danish, it’s all about making the grade "
15537,"February 10th, 2013 3:18 pm",World’s longest Viking shipwreck to be exhibited in Denmark 
15538,"February 10th, 2013 9:45 am",Going where no Dane has gone before 
15539,"February 9th, 2013 10:52 am",Clutching at straw 
15540,"February 9th, 2013 7:00 am",Who is … Kuupik Kleist? 
15541,"February 8th, 2013 8:14 pm",Denmark secures billion kroner EU rebate 
15542,"February 8th, 2013 7:57 pm",Concito: Shale gas offers little climate benefits 
15543,"February 8th, 2013 3:22 pm",City refutes manslaughter charges in tourist’s death 
15544,"February 8th, 2013 3:00 pm",Nik &amp; Jay make a play for the big time 
15545,"February 8th, 2013 1:54 pm",Government does u-turn on SU stipends 
15546,"February 8th, 2013 12:42 pm",Dermatology expert: Tattoo inks cannot cause cancer 
15547,"February 8th, 2013 10:22 am",Committee presents ideas for reducing Copenhagen’s congestion 
15548,"February 8th, 2013 10:00 am",Badminton eyes passage to India 
15549,"February 8th, 2013 9:50 am",Vivienne leading by example 
15550,"February 8th, 2013 8:53 am","Today’s front pages – Friday, Feb 8 "
15551,"February 7th, 2013 7:46 pm",All quiet on the transfer front for domestic clubs and players 
15552,"February 7th, 2013 2:05 pm",New freedom of information law condemned 
15553,"February 7th, 2013 12:11 pm",Record-breaking car sales in January 
15554,"February 7th, 2013 11:01 am",Five billion kroner profit for Danske Bank 
15555,"February 7th, 2013 9:40 am",Up and down day for Vestas after record loss 
15556,"February 7th, 2013 8:41 am","Today’s front pages – Thursday, Feb 7 "
15557,"February 6th, 2013 3:30 pm",Media and politicians rally around Hedegaard 
15558,"February 6th, 2013 1:38 pm",New report: Denmark participated in CIA rendition programme 
15559,"February 6th, 2013 11:58 am",14 Copenhagen churches slated for closure 
15560,"February 6th, 2013 10:46 am",Lego cutting 380 positions in Billund 
15561,"February 6th, 2013 10:04 am","Today’s front pages – Wednesday, Feb 6 "
15562,"February 5th, 2013 8:06 pm",Police begin investigation into attempted murder of free speech advocate 
15563,"February 5th, 2013 2:35 pm",Islam critic survives assassination attempt 
15564,"February 5th, 2013 1:53 pm",Thorning-Schmidt doubles down on EU budget veto threat 
15565,"February 5th, 2013 1:06 pm",Experts disagree over whether cutting benefits will increase workforce 
15566,"February 5th, 2013 11:30 am",Woman found guilty in historic human smuggling case 
15567,"February 5th, 2013 10:38 am",Immigrants closing education gap 
15568,"February 5th, 2013 8:21 am","Today’s front pages – Tuesday, Feb 5 "
15569,"February 4th, 2013 7:43 pm",Copenhagen Fashion Week attracts more eyes despite economic crisis 
15570,"February 4th, 2013 3:15 pm","For Mac users, NemID is anything but easy "
15571,"February 4th, 2013 2:03 pm",Government proposes tougher rape penalties 
15572,"February 4th, 2013 12:32 pm",Waterfront scandal grows to include former minister and current MP 
15573,"February 4th, 2013 11:27 am",Trans-woman first in Denmark to be granted asylum based on gender identity 
15574,"February 4th, 2013 10:32 am",Danske Bank customers queue for hours 
15575,"February 4th, 2013 9:18 am","Today’s front pages – Monday, Feb 4 "
15576,"February 3rd, 2013 12:00 pm",Big game special: The Great Dane on staying sane in retirement 
15577,"February 3rd, 2013 7:12 am",Denmark’s designer for all seasons 
15578,"February 3rd, 2013 7:11 am",“I’d say Danes are cooler than Swedes” 
15579,"February 2nd, 2013 9:05 am","Hate the game, not the player: Part II of II "
15580,"February 2nd, 2013 9:00 am",Who is … Jørgen De Mylius? 
15581,"February 1st, 2013 10:10 pm",Applause for action to remove toxins from clothing 
15582,"February 1st, 2013 10:09 pm",All eyes on Copenhagen as Fashion Week goes international 
15583,"February 1st, 2013 7:56 pm",Councils join forces for shared Copenhagen traffic plan 
15584,"February 1st, 2013 1:45 pm",Law gives support to foreign domestic abuse victims 
15585,"February 1st, 2013 1:12 pm",Nation’s love affair with fur a matter of heated debate 
15586,"February 1st, 2013 12:23 pm",Convictions handed down in boating tragedy 
15587,"February 1st, 2013 11:41 am",Police officer faces charges for kidnapping dog 
15588,"February 1st, 2013 11:15 am",Abandoned baby leads to political call for action 
15589,"February 1st, 2013 9:31 am","Today’s front pages – Friday, Feb 1 "
15590,"February 1st, 2013 8:00 am",How One-Eyed Mads and co look set to break the mould 
15591,"January 31st, 2013 7:54 pm",Ministers aim to clean up unregulated tattoo industry 
15592,"January 31st, 2013 2:17 pm",Michael Rasmussen admits to doping 
15593,"January 31st, 2013 1:23 pm",Jyllands-Posten journalists honoured for reporting on former PET agent 
15594,"January 31st, 2013 11:56 am",Radikale ignite debate over charging for healthcare 
15595,"January 31st, 2013 11:03 am",Doomed dog escapes capital punishment … for now 
15596,"January 31st, 2013 9:51 am","Today’s front pages – Thursday, Jan 31 "
15597,"January 30th, 2013 4:22 pm",Asylum for gay Afghan man sets precedent 
15598,"January 30th, 2013 2:56 pm",Little Mermaid to go green 
15599,"January 30th, 2013 1:37 pm",Fashion for the people 
15600,"January 30th, 2013 12:11 pm",Nordea posts record profits 
15601,"January 30th, 2013 10:50 am",Greenland research station to monitor climate change 
15602,"January 30th, 2013 8:18 am","Today’s front pages – Wednesday, Jan 30 "
15603,"January 29th, 2013 8:01 pm",Minority paying to support majority as employment level plummets 
15604,"January 29th, 2013 3:00 pm",Danish troops out of Afghanistan by end of next year 
15605,"January 29th, 2013 1:37 pm",Police Museum pulls victims’ exhibition after criticism 
15606,"January 29th, 2013 11:55 am",School experiment shakes up century-old education system 
15607,"January 29th, 2013 11:01 am",Minister: “Embarrassing” that farmers don’t meet animal welfare standards 
15608,"January 29th, 2013 8:20 am","Today’s front pages – Tuesday, Jan 29 "
15609,"January 29th, 2013 7:18 am",High coffee trolley attendant salaries latest chapter in DSB woes 
15610,"January 28th, 2013 7:50 pm","New PET controls too weak, critics say "
15611,"January 28th, 2013 3:38 pm",Universities complain of difficulty employing foreigners 
15612,"January 28th, 2013 2:24 pm",Government leaning toward allowing uranium mining in Greenland 
15613,"January 28th, 2013 1:40 pm",Danes work less than previously thought 
15614,"January 28th, 2013 12:39 pm",Environmental think-tank secretly promoted DSB 
15615,"January 28th, 2013 11:20 am",Environment minister focuses on water reserves 
15616,"January 28th, 2013 10:21 am",Most schools lagging on digitalisation 
15617,"January 28th, 2013 9:00 am","Today’s front pages – Monday, Jan 28 "
15618,"January 27th, 2013 7:13 pm",Denmark siesta leads to Spanish fiesta 
15619,"January 27th, 2013 5:00 pm",Denmark take on Spain in World Cup final: LIVE UPDATE 
15620,"January 27th, 2013 7:10 am",No longer just a US state thanks to its new TV channel 
15621,"January 27th, 2013 7:01 am","Down, but not out "
15622,"January 26th, 2013 7:10 am",Who is … Thorkild Grosbøll 
15623,"January 26th, 2013 6:57 am",EU proposes electric car ‘Plan B’ 
15624,"January 26th, 2013 6:54 am",Immigration circus leaves theatre students in limbo 
15625,"January 25th, 2013 8:00 pm",Mad for the movies 
15626,"January 25th, 2013 7:42 pm",Video shows exchange student attacked on city bus 
15627,"January 25th, 2013 4:42 pm",Restaurateur released but arson and fraud charges remain 
15628,"January 25th, 2013 1:52 pm",Budget commissioner rejects Denmark’s discount claim 
15629,"January 25th, 2013 12:34 pm",Terrorist who threatened to behead Jyllands-Posten employees sentenced to 35 years 
15630,"January 25th, 2013 12:19 pm",Mother-tongue teaching reintroduced in primary school 
15631,"January 25th, 2013 11:43 am",Opposition wants DONG privatised 
15632,"January 25th, 2013 9:43 am","We won’t horse around with contaminated meat, Burger King says "
15633,"January 25th, 2013 8:57 am","Today’s front pages – Friday, Jan 25 "
15634,"January 24th, 2013 3:00 pm",Politician’s “sick world” comment sets off Twitter storm 
